"","list_N0_hat_t","list_N1_hat_t","liste_d_C0_t","liste_d_C1_t","liste_d_TV_t"
"1",729,217,5.85707258619226,2.95751317551989,0.219744866154515
"2",734,231,5.29185526314234,2.76564418445333,0.248766668501346
"3",742,207,3.7600809526239,1.93009227355107,0.2265906666523
"4",742,202,3.7600809526239,2.56144228830254,0.24141538185274
"5",742,210,3.7600809526239,2.45413161384173,0.223874723633289
"6",742,250,3.7600809526239,2.6786629933534,0.259195584981961
"7",742,221,3.7600809526239,1.94203361811237,0.248848399198265
"8",742,225,3.7600809526239,2.11808424782138,0.249593496043419
"9",742,205,3.7600809526239,2.35920595533499,0.255084830277289
"10",742,231,3.7600809526239,2.38845820071876,0.251849307288571
"11",742,232,3.7600809526239,2.73080678635793,0.23152782256709
"12",739,221,4.18201327285518,2.24389923672818,0.232588210099248
"13",739,232,4.18201327285518,2.11639967497826,0.26175396181717
"14",739,238,4.18201327285518,2.96570300528505,0.252496497807852
"15",739,251,4.18201327285518,2.43773951006549,0.25573471617469
"16",739,231,4.18201327285518,1.9993967287203,0.224551005796383
"17",792,231,4.67403977000624,1.9993967287203,0.252191829164583
"18",792,219,4.67403977000624,1.87648793701425,0.232339773019914
"19",792,219,4.67403977000624,1.87648793701425,0.247823033844596
"20",788,219,4.42178618180098,1.87648793701425,0.239176733301605
"21",788,219,4.42178618180098,1.87648793701425,0.237669627222333
"22",788,219,4.42178618180098,1.87648793701425,0.232638515277874
"23",788,214,4.42178618180098,2.30480246283155,0.251861736588259
"24",788,231,4.42178618180098,2.31293041486102,0.233833560607129
"25",774,221,4.00069435180592,1.92180709935504,0.222867046750107
"26",774,251,4.00069435180592,1.9735376509183,0.253243090837108
"27",774,227,4.00069435180592,1.92848861554453,0.235290124283465
"28",774,202,4.00069435180592,1.55213995440579,0.237613771605672
"29",774,202,4.00069435180592,1.55213995440579,0.246337573355319
"30",774,202,4.00069435180592,1.55213995440579,0.226430974715458
"31",774,212,4.00069435180592,1.76526592118028,0.255643075824548
"32",774,208,4.00069435180592,1.61268742711441,0.261543294016753
"33",774,208,4.00069435180592,1.61268742711441,0.244505873323352
"34",774,208,4.00069435180592,1.61268742711441,0.223601741223862
"35",794,208,4.93312792395788,1.61268742711441,0.25182700987962
"36",776,208,4.33923482028216,1.61268742711441,0.242901344128155
"37",776,208,4.33923482028216,1.61268742711441,0.239106670736712
"38",776,208,4.33923482028216,1.61268742711441,0.239106670736712
"39",776,208,4.33923482028216,1.61268742711441,0.252527066077241
"40",776,208,4.33923482028216,1.61268742711441,0.239524697434139
"41",776,208,4.33923482028216,1.61268742711441,0.243140119000168
"42",776,208,4.33923482028216,1.61268742711441,0.235008415960112
"43",776,208,4.33923482028216,1.61268742711441,0.251920065942408
"44",776,208,4.27015450576053,1.61268742711441,0.235152067396743
"45",776,208,4.27015450576053,1.61268742711441,0.23655960029539
"46",776,208,4.27015450576053,1.61268742711441,0.24055094298383
"47",769,208,4.19409656721448,1.61268742711441,0.240045235286783
"48",769,208,4.19409656721448,1.61268742711441,0.245890017290996
"49",769,208,4.19409656721448,1.61268742711441,0.238459725712604
"50",769,208,4.19409656721448,1.61268742711441,0.241212485409116
