"","list_N0_hat_t","list_N1_hat_t","liste_d_C0_t","liste_d_C1_t","liste_d_TV_t"
"1",731,242,6.65145354871622,2.98840055922272,0.225572922906793
"2",769,210,5.12824016905048,1.62881062330347,0.236074959854714
"3",751,210,4.11141790607101,1.62881062330347,0.223967303130592
"4",751,221,4.11141790607101,2.33711132373689,0.276602835913022
"5",751,251,4.11141790607101,2.06500843347158,0.257575983401787
"6",751,251,4.11141790607101,2.06500843347158,0.267491955127689
"7",751,248,4.11141790607101,2.23400176635577,0.248977027649275
"8",769,217,4.5208236871882,2.10497174029842,0.237569481065315
"9",777,217,5.66985204124033,2.10497174029842,0.248152445814425
"10",791,221,5.24706326264496,1.80817343057945,0.259146960459911
"11",799,221,5.57752494831557,1.80817343057945,0.237318630651089
"12",822,221,5.3030089096965,1.80817343057945,0.256252877940143
"13",822,235,5.3030089096965,1.93821597721579,0.240423040911807
"14",843,235,4.80081193122497,1.93821597721579,0.26057774495166
"15",843,235,4.80081193122497,1.93821597721579,0.229398227984288
"16",848,226,4.34634395170577,1.7058814616953,0.236378681892255
"17",848,223,4.34634395170577,1.81776583812234,0.249070927395665
"18",848,245,4.34634395170577,1.78067316945924,0.250878975251679
"19",834,245,4.47741947233929,1.88209504139514,0.240410775278162
"20",856,245,4.4201308738339,1.88209504139514,0.250784328422808
"21",856,262,4.4201308738339,1.32457109755521,0.255194112230729
"22",856,262,4.4201308738339,1.32457109755521,0.233881580965555
"23",856,262,4.4201308738339,1.32457109755521,0.234417630178562
"24",886,262,4.26132590167782,1.32457109755521,0.234033538741467
"25",886,262,4.26132590167782,1.32457109755521,0.250257043220337
"26",886,262,4.26132590167782,1.32457109755521,0.243166636911381
"27",886,262,4.26132590167782,1.32457109755521,0.241701512962518
"28",886,262,4.26132590167782,1.32457109755521,0.241099871782986
"29",886,262,4.26132590167782,1.32457109755521,0.254204893604895
"30",886,262,4.63047095968563,1.32457109755521,0.240985653843361
"31",897,262,4.62053131327174,1.32457109755521,0.239129016335349
"32",897,262,4.62053131327174,1.32457109755521,0.229524622587516
"33",897,262,4.62053131327174,1.32457109755521,0.233284924758279
"34",866,262,3.97810300862536,1.32457109755521,0.223064574502457
"35",866,262,3.97810300862536,1.32457109755521,0.223064574502457
"36",866,262,3.97810300862536,1.32457109755521,0.265172316579837
"37",866,262,3.97810300862536,1.32457109755521,0.258323560422105
"38",866,262,3.97810300862536,1.32457109755521,0.258998561402617
"39",866,262,3.97810300862536,1.32457109755521,0.230844534572958
"40",866,262,3.97810300862536,1.32457109755521,0.233751211991603
"41",866,262,3.97810300862536,1.32457109755521,0.260237366783733
"42",866,245,3.97810300862536,1.68897593875945,0.255453278359387
"43",866,245,3.97810300862536,1.68897593875945,0.227831896877721
"44",866,245,3.97810300862536,1.68897593875945,0.231279667255632
"45",866,245,3.97810300862536,1.68897593875945,0.238768833181623
"46",866,245,3.97810300862536,1.68897593875945,0.25098169437676
"47",866,245,3.97810300862536,1.68897593875945,0.231468426115832
"48",866,245,3.97810300862536,1.68897593875945,0.221264488061441
"49",866,245,3.97810300862536,1.68897593875945,0.234076874636415
"50",866,240,3.97810300862536,2.04914798054204,0.23904109754323
