"","list_N0_hat_t","list_N1_hat_t","liste_d_C0_t","liste_d_C1_t","liste_d_TV_t"
"1",752,177,9.91388112097803,2.22515158930854,0.104377554812337
"2",781,147,3.85743283742601,1.04850340136054,0.135169832934131
"3",770,162,3.53158311105599,1.30164267257291,0.136854249368314
"4",762,164,4.61258350355739,0.964875179567229,0.130107480392338
"5",733,177,5.29048942879137,1.34250041751562,0.11625114864582
"6",733,171,3.99404563817474,1.54238724266327,0.119605562103821
"7",729,163,4.51045093481104,1.60762079848025,0.110856437025135
"8",736,161,4.14962702799951,1.14241388316211,0.131604385167747
"9",723,155,4.21589953936165,1.51082693947144,0.111726722393323
"10",711,140,6.81922213411268,1.16820927973601,0.102140569741769
"11",708,146,4.48595754040776,1.39280308145878,0.142372079524605
"12",680,141,5.10268857619452,1.78247863247863,0.0981293899085021
"13",673,134,4.26906392504694,1.966679087454,0.116680773820639
"14",672,133,5.40651641183428,1.42180868964922,0.117214645040165
"15",646,133,5.62974596854833,1.14749852934522,0.114273885468313
"16",631,144,4.39354482994168,1.19617832038476,0.108692546208518
"17",647,136,4.91629023385638,1.43422301386948,0.128059460316912
"18",637,135,3.59875500818436,1.37454477889261,0.116963305696992
"19",621,134,5.36974079501491,1.60899883493389,0.0923024464587959
"20",620,113,4.79795359659787,1.48933299258881,0.128279490501349
"21",606,135,5.28184340089546,1.82393848277032,0.121549474969889
"22",602,140,4.88124608919771,1.30381824893453,0.128228872576699
"23",583,150,5.13476258950439,1.34660674033757,0.113792471615317
"24",605,119,4.47442628314035,1.44759699420077,0.100601998538871
"25",590,123,4.14220242497637,1.10980677858727,0.138537439370095
"26",589,125,3.62305999985423,1.80869102454846,0.119316596647593
"27",582,128,4.02228847046382,1.1112420180887,0.119316596647593
"28",574,139,4.45305235572178,1.50580593084305,0.119316596647593
"29",571,127,5.45965680793015,1.6396921085219,0.106911277399042
"30",567,123,6.46927783156448,1.30392711756905,0.129828651157681
"31",545,126,4.53109710318881,1.87913554146112,0.120367808874402
"32",551,118,4.93031004378261,1.59048746794301,0.118569390461562
"33",551,119,5.31661140074776,1.2125705841176,0.125285630188498
"34",536,107,5.88480324944551,1.61250303708982,0.107487822076516
"35",517,113,4.05436094872653,1.61561618650863,0.118376485782518
"36",508,121,3.59191002755522,1.4621804561226,0.128774776834841
"37",516,110,4.69935812892834,1.41527603460218,0.116176121849337
"38",503,109,5.39102124190381,1.18081438081438,0.129467733141848
"39",495,111,3.48799351799763,1.30261760875821,0.110378586363614
"40",490,102,4.25415266466486,1.54868345101246,0.133204756712151
"41",470,110,6.67288077034527,1.77836116376944,0.0994264340769069
"42",475,100,5.41437091285664,1.26869182389937,0.114932770218898
"43",470,98,5.88588885422388,1.5967683049317,0.155752130788483
"44",465,98,4.6246777290748,1.65268084219304,0.106286521583768
"45",453,106,4.90290563872017,1.61206349206349,0.127628502703576
"46",454,100,5.96008921819358,1.4375873015873,0.136388627727556
"47",453,89,3.71200768860019,1.31437925767416,0.110708009439388
"48",439,100,3.39810021889777,2.14947305963743,0.140409832492347
"49",429,103,5.08250118744349,1.45611629288784,0.10402040050588
"50",425,91,4.62134765287998,1.53874883180341,0.112621200972564
