"","list_N0_hat_t","list_N1_hat_t","liste_d_C0_t","liste_d_C1_t","liste_d_TV_t"
"1",798,126,11.0807931272393,1.49732937593261,0.106774161439923
"2",776,112,7.72431407198002,2.06681160885833,0.166719854893467
"3",725,119,6.47945370609017,0.917501017501017,0.120489166146577
"4",711,108,6.28762824406138,1.15783742401389,0.114607473154127
"5",682,117,6.78926849146835,1.93724586756845,0.114810587527471
"6",661,106,8.76130732536008,0.75642770026671,0.108074613285119
"7",636,111,6.82077992597367,1.32593814488976,0.114087593561594
"8",618,96,7.42926175520597,1.45231900890437,0.119898701283635
"9",594,93,7.30444273575779,1.56068684134049,0.127028989405582
"10",581,85,6.40814196609211,1.69996572659616,0.12884648745373
"11",559,95,9.04411322628428,1.26642270513238,0.124318302477216
"12",529,96,8.07160242412901,0.72296176046176,0.117994732885322
"13",521,91,9.3575307605979,1.38740827162635,0.109262856353586
"14",498,86,7.98414862897972,1.74301880874936,0.111110409035704
"15",489,99,4.66464053704105,2.68315559778974,0.137533044943403
"16",491,76,6.48450910256796,2.51988742964353,0.109731508920866
"17",474,67,8.27247748493098,1.39894303894304,0.127985253058695
"18",441,69,9.2452857720278,0.936331760164777,0.115549936400358
"19",427,65,7.55170336626191,2.21487956487956,0.122576316619389
"20",406,67,8.04098793803323,1.27893947968651,0.133504018460295
"21",395,57,5.79858148378827,1.87226274907126,0.13222401594349
"22",395,65,5.79858148378827,1.27592007992008,0.111165894312742
"23",375,64,6.68411085031857,1.08117767537122,0.0938872407969319
"24",363,59,12.2731632262368,1.28192829384006,0.131471206557275
"25",338,63,8.27649598484506,1.86998383582824,0.115026691165717
"26",330,57,5.25590369047051,2.10919552887479,0.141651154643887
"27",330,51,5.25590369047051,2.207263162,0.109854805333113
"28",311,58,10.9315336158812,1.3202652002652,0.0960746074817847
"29",301,54,11.1195881787252,2.05885741485497,0.129860788493419
"30",288,59,8.57343389204011,2.663197586727,0.119079364076391
"31",284,46,14.2890369221906,5.20728150728484,0.1185461953328
"32",269,42,12.4965743254326,2.85242036536154,0.125439738934736
"33",251,44,11.1450203454578,1.50429806331135,0.106819796808403
"34",251,39,11.1450203454578,1.8355991120697,0.100927040692518
"35",232,40,12.466402680383,2.19686449750966,0.122552093353384
"36",216,40,18.676723476238,2.19686449750966,0.118413492017008
