"","list_N0_hat_t","list_N1_hat_t","liste_d_C0_t","liste_d_C1_t","liste_d_TV_t"
"1",797,148,15.4946800073054,2.82893497879073,0.133336716631656
"2",748,158,11.337618566776,2.58426576334059,0.152234956567359
"3",747,161,9.85263441073898,1.94408906290433,0.155235550339821
"4",734,157,7.44089838875494,2.11308613531092,0.139796106510376
"5",759,146,8.36378121950209,1.87336973634545,0.167163065376894
"6",724,146,12.0732769818236,2.63095111746326,0.119466437220722
"7",709,172,8.49378713326545,2.20683192776216,0.144838362208613
"8",705,170,8.74549234184306,2.27152258429349,0.126932971363167
"9",714,144,7.87441519498614,1.72900335058189,0.14010884978253
"10",695,139,10.0344457548907,2.3720707534661,0.12906830872971
"11",670,142,9.51256807248854,2.50056703764952,0.133614328616778
"12",659,141,10.4762566323555,2.66730885399646,0.134613117586636
"13",645,146,9.98874034545341,1.04104490196379,0.126031160073743
"14",643,122,9.15929741344837,1.68518496958407,0.130470688916567
"15",615,127,11.5147206652191,2.52435215946844,0.135449572148062
"16",599,128,13.6825893706742,2.45439578087303,0.125481306539173
"17",586,131,10.4399230867806,2.30823092983861,0.131200280059153
"18",590,119,11.4037294939102,2.25594195421014,0.131200280059153
"19",569,115,10.6162929804429,2.45071095601448,0.127719201556091
"20",546,110,13.2272050349863,1.69836585938798,0.122428701863003
"21",548,112,8.46716940355916,3.15221928383585,0.15793435269327
"22",523,114,12.0430321405823,2.4019944809723,0.126964455493257
"23",509,111,9.65911326373034,2.02302505510323,0.13297021452064
"24",510,112,9.80884881231373,1.95406558539812,0.131525060623598
"25",502,99,11.728110457125,2.21173472999904,0.104569125503796
"26",481,108,12.2603576854308,2.28363473107659,0.104569125503796
"27",470,113,10.3906349222576,2.99897924442734,0.148447264161615
"28",476,97,8.87369844559085,2.17321178083637,0.126157983146042
"29",459,97,10.2882116736997,2.43603843045704,0.117354532562295
"30",445,97,8.9933147731449,1.60412897746987,0.139561286621647
"31",439,97,13.3425461041266,1.60412897746987,0.12891602580007
"32",421,98,7.72555288164315,1.94117596406562,0.125425405796637
"33",414,90,10.2062737690136,1.94663633299629,0.109707031613466
"34",413,83,8.4336410466532,2.6153418176291,0.121453414228852
"35",406,79,8.77911107849691,2.06423034330011,0.149557097871114
"36",406,84,8.77911107849691,2.6928296407164,0.141260913331405
"37",386,84,13.7840013691847,2.15838757099467,0.130483558994197
"38",372,81,10.6586896577043,1.61213773620644,0.134253499832536
"39",354,85,15.4658369536429,2.24267973347852,0.137895782085027
"40",350,72,12.2286513394336,2.69041674395874,0.12951258204849
"41",334,68,15.8606068053991,4.08315141772438,0.131020228056501
"42",321,66,13.5233866313461,2.20491694352159,0.121046900883554
"43",308,65,9.9204091376337,1.4054348389529,0.110583495990906
"44",292,66,14.9747259303529,2.34673570667805,0.127359416720681
"45",280,60,12.1408334688238,1.68911194363941,0.116684807649509
"46",263,57,13.3421096490934,2.6062553630903,0.11193449135611
"47",250,52,12.1715014104674,2.52722404000843,0.125582211395759
"48",236,53,19.7554556892326,2.91539408696974,0.120065925901667
"49",224,48,15.7483516447245,2.76627345242108,0.112926122223554
"50",224,45,15.7483516447245,5.25206349206349,0.109609325139896
